,game_id,competition_id,season,round,date,home_club_id,away_club_id,home_club_goals,away_club_goals,home_club_position,away_club_position,home_club_manager_name,away_club_manager_name,stadium,attendance,referee,url,home_club_formation,away_club_formation,home_club_name,away_club_name,aggregate,competition_type
55,3393782,SC1,2020,3. Matchday,2020-08-12,2759.0,2553.0,2.0,2.0,4.0,8.0,Stuart Kettlewell,Alex Dyer,Global Energy Stadium,,Gavin Duncan,https://www.transfermarkt.co.uk/ross-county-fc_kilmarnock-fc/index/spielbericht/3393782,4-2-3-1,4-3-3 Attacking,Ross County Football Club,Kilmarnock Football Club,2:2,domestic_league
56,3393784,SC1,2020,4. Matchday,2020-08-15,2999.0,465.0,0.0,1.0,12.0,7.0,Brian Rice,Jim Goodwin,ZLX Stadium,,Steven Kirkland,https://www.transfermarkt.co.uk/hamilton-academical-fc_st-mirren-fc/index/spielbericht/3393784,4-4-2 double 6,4-4-2 double 6,Hamilton Academical FC,Saint Mirren Football Club,0:1,domestic_league
57,3393962,FR1,2020,1. Matchday,2020-08-23,162.0,1421.0,2.0,2.0,9.0,8.0,Niko Kovac,David Guion,Stade Louis-II,2933.0,François Letexier,https://www.transfermarkt.co.uk/as-monaco_stade-reims/index/spielbericht/3393962,4-3-3 Attacking,4-2-3-1,Association sportive de Monaco Football Club,Stade de Reims,2:2,domestic_league
58,3394572,FR1,2020,2. Matchday,2020-08-30,1421.0,1082.0,0.0,1.0,16.0,6.0,David Guion,Christophe Galtier,Stade Auguste-Delaune,3614.0,Stéphanie Frappart,https://www.transfermarkt.co.uk/stade-reims_losc-lille/index/spielbericht/3394572,4-3-3 Attacking,4-4-2 double 6,Stade de Reims,Lille Olympique Sporting Club,0:1,domestic_league
59,3394640,FR1,2020,8. Matchday,2020-10-24,583.0,2969.0,4.0,0.0,1.0,20.0,Thomas Tuchel,Stéphane Jobard,Parc des Princes,,Johan Hamel,https://www.transfermarkt.co.uk/paris-saint-germain_dijon-fco/index/spielbericht/3394640,4-3-3 Attacking,4-3-3 Attacking,Paris Saint-Germain Football Club,Dijon FCO,4:0,domestic_league
60,3394649,FR1,2020,9. Matchday,2020-11-01,1082.0,1041.0,1.0,1.0,2.0,7.0,Christophe Galtier,Rudi Garcia,Decathlon Arena-Stade Pierre-Mauroy,,Mikael Lesage,https://www.transfermarkt.co.uk/losc-lille_olympique-lyon/index/spielbericht/3394649,4-4-2 double 6,4-3-3 Attacking,Lille Olympique Sporting Club,Olympique Lyonnais,1:1,domestic_league
61,3394750,FR1,2020,19. Matchday,2021-01-09,969.0,995.0,1.0,1.0,9.0,17.0,Michel Der Zakarian,Raymond Domenech,Stade de la Mosson,,François Letexier,https://www.transfermarkt.co.uk/montpellier-hsc_fc-nantes/index/spielbericht/3394750,5-3-2,4-4-2 double 6,Montpellier Hérault Sport Club,Football Club de Nantes,1:1,domestic_league
62,3394764,FR1,2020,21. Matchday,2021-01-24,347.0,995.0,2.0,0.0,8.0,17.0,Frédéric Antonetti,Raymond Domenech,Stade Saint-Symphorien,,Jérôme Miguelgorry,https://www.transfermarkt.co.uk/fc-metz_fc-nantes/index/spielbericht/3394764,3-4-1-2,4-4-2 double 6,FC Metz,Football Club de Nantes,2:0,domestic_league
63,3394788,FR1,2020,23. Matchday,2021-02-03,1421.0,1420.0,0.0,0.0,12.0,9.0,David Guion,Stéphane Moulin,Stade Auguste-Delaune,,Aurélien Petit,https://www.transfermarkt.co.uk/stade-reims_angers-sco/index/spielbericht/3394788,4-1-4-1,4-2-3-1,Stade de Reims,Angers Sporting Club de l'Ouest,0:0,domestic_league
64,3394893,FR1,2020,29. Matchday,2021-03-13,1420.0,618.0,0.0,1.0,10.0,16.0,Stéphane Moulin,Claude Puel,Stade Raymond Kopa,,Benoît Millot,https://www.transfermarkt.co.uk/angers-sco_as-saint-etienne/index/spielbericht/3394893,4-2-3-1,3-4-1-2,Angers Sporting Club de l'Ouest,Association sportive de Saint-Étienne Loire,0:1,domestic_league
65,3394923,FR1,2020,32. Matchday,2021-04-11,618.0,40.0,4.0,1.0,13.0,15.0,Claude Puel,Jean-Louis Gasset,Stade Geoffroy-Guichard,,Frank Schneider,https://www.transfermarkt.co.uk/as-saint-etienne_fc-girondins-bordeaux/index/spielbericht/3394923,4-1-4-1,4-3-3 Attacking,Association sportive de Saint-Étienne Loire,FC Girondins Bordeaux,4:1,domestic_league
66,3394999,FR1,2020,38. Matchday,2021-05-23,1421.0,40.0,1.0,2.0,14.0,12.0,David Guion,Jean-Louis Gasset,Stade Auguste-Delaune,,Jérôme Brisard,https://www.transfermarkt.co.uk/stade-reims_fc-girondins-bordeaux/index/spielbericht/3394999,4-4-2,5-3-2,Stade de Reims,FC Girondins Bordeaux,1:2,domestic_league
67,3395474,SC1,2020,15. Matchday,2020-11-22,124.0,370.0,4.0,0.0,1.0,3.0,Steven Gerrard,Derek McInnes,Ibrox Stadium,,Nick Walsh,https://www.transfermarkt.co.uk/rangers-fc_aberdeen-fc/index/spielbericht/3395474,4-3-3 Attacking,3-4-2-1,Rangers Football Club,Aberdeen Football Club,4:0,domestic_league
68,3400535,SC1,2020,33. Matchday,2021-02-20,903.0,2999.0,2.0,0.0,3.0,12.0,Jack Ross,Brian Rice,Easter Road Stadium,,Craig Napier,https://www.transfermarkt.co.uk/hibernian-fc_hamilton-academical-fc/index/spielbericht/3400535,3-4-1-2,3-5-2 flat,Hibernian Football Club,Hamilton Academical FC,2:0,domestic_league
69,3406929,RU1,2020,2. Matchday,2020-08-15,2698.0,11127.0,1.0,1.0,13.0,12.0,Leonid Slutskiy,Yuriy Matveev,Ak Bars Arena,4088.0,Aleksey Sukhoy,https://www.transfermarkt.co.uk/rubin-kazan_ural-yekaterinburg/index/spielbericht/3406929,4-2-3-1,4-2-3-1,FC Rubin Kazan,Ural Yekaterinburg,1:1,domestic_league
70,3407692,RUP,2020,First Round,2020-08-05,2700.0,75231.0,1.0,0.0,,,Artur Sadirov,Ruslan Agalarov,RDYuSSh MinObrNauki RD Politekh Makhachkala,,Sergey Smirnov,https://www.transfermarkt.co.uk/spielbericht/index/spielbericht/3407692,4-2-3-1,3-5-2 flat,Anzhi Makhachkala ( -2022),Dinamo Makhachkala,1:0,domestic_cup
71,3409238,RU1,2020,4. Matchday,2020-08-22,964.0,41201.0,4.0,1.0,1.0,14.0,Sergey Semak,Sergey Pervushin,Gazprom Arena,20782.0,Igor Panin,https://www.transfermarkt.co.uk/zenit-st-petersburg_pfk-tambov/index/spielbericht/3409238,4-4-2 double 6,3-4-2-1,AO FK Zenit Sankt-Peterburg,PFK Tambov (-2021),4:1,domestic_league
72,3409250,RU1,2020,5. Matchday,2020-08-26,121.0,964.0,1.0,0.0,4.0,1.0,Kirill Novikov,Sergey Semak,VTB-Arena,5885.0,Stanislav Vasiljev,https://www.transfermarkt.co.uk/dynamo-moscow_zenit-st-petersburg/index/spielbericht/3409250,3-4-2-1,4-4-2 double 6,FK Dinamo Moskva,AO FK Zenit Sankt-Peterburg,1:0,domestic_league
73,3409253,RU1,2020,6. Matchday,2020-08-29,3719.0,3609.0,1.0,1.0,15.0,16.0,Dmitriy Gunko,Aleksandr Khatskevich,Arena Khimki,2541.0,Kirill Levnikov,https://www.transfermarkt.co.uk/fc-khimki_rotor-volgograd/index/spielbericht/3409253,3-4-2-1,3-4-2-1,FK Khimki,Rotor Volgograd,1:1,domestic_league
74,3412888,L1,2020,1. Matchday,2020-09-19,89.0,167.0,1.0,3.0,14.0,5.0,Urs Fischer,Heiko Herrlich,Stadion An der Alten Försterei,4500.0,Marco Fritz,https://www.transfermarkt.co.uk/1-fc-union-berlin_fc-augsburg/index/spielbericht/3412888,4-3-3 Attacking,4-2-3-1,1. Fußballclub Union Berlin,Fußball-Club Augsburg 1907,1:3,domestic_league
75,3413014,L1,2020,8. Matchday,2020-11-21,44.0,16.0,2.0,5.0,13.0,2.0,Bruno Labbadia,Lucien Favre,Olympiastadion Berlin,,Bastian Dankert,https://www.transfermarkt.co.uk/hertha-bsc_borussia-dortmund/index/spielbericht/3413014,4-4-2 double 6,3-4-2-1,Hertha BSC,Borussia Dortmund,2:5,domestic_league
76,3413024,L1,2020,9. Matchday,2020-11-29,39.0,533.0,1.0,1.0,16.0,12.0,Jan-Moritz Lichte,Sebastian Hoeneß,Mewa Arena,,Sascha Stegemann,https://www.transfermarkt.co.uk/1-fsv-mainz-05_tsg-1899-hoffenheim/index/spielbericht/3413024,3-4-2-1,4-3-1-2,1. Fußball- und Sportverein Mainz 05,Turn- und Sportgemeinschaft 1899 Hoffenheim Fußball-Spielbetriebs,1:1,domestic_league
77,3413066,L1,2020,24. Matchday,2021-03-06,60.0,23826.0,0.0,3.0,8.0,2.0,Christian Streich,Julian Nagelsmann,Dreisamstadion,,Guido Winkmann,https://www.transfermarkt.co.uk/sc-freiburg_rb-leipzig/index/spielbericht/3413066,4-4-2 double 6,3-1-4-2,Sport-Club Freiburg,RasenBallsport Leipzig,0:3,domestic_league
78,3413072,L1,2020,12. Matchday,2020-12-16,27.0,82.0,2.0,1.0,2.0,5.0,Hansi Flick,Oliver Glasner,Allianz Arena,,Marco Fritz,https://www.transfermarkt.co.uk/bayern-munich_vfl-wolfsburg/index/spielbericht/3413072,4-1-4-1,4-2-3-1,FC Bayern München,Verein für Leibesübungen Wolfsburg,2:1,domestic_league
79,3413074,L1,2020,12. Matchday,2020-12-15,24.0,18.0,3.0,3.0,10.0,8.0,Adi Hütter,Marco Rose,Commerzbank Arena,,Benjamin Cortus,https://www.transfermarkt.co.uk/eintracht-frankfurt_borussia-monchengladbach/index/spielbericht/3413074,3-4-2-1,4-2-3-1,Eintracht Frankfurt Fußball AG,Borussia Verein für Leibesübungen 1900 Mönchengladbach,3:3,domestic_league
80,3413844,BE1,2020,1. Matchday,2020-08-09,354.0,58.0,2.0,2.0,8.0,7.0,Wouter Vrancken,Frank Vercauteren,AFAS Stadion,,Alexandre Boucaut,https://www.transfermarkt.co.uk/kv-mechelen_rsc-anderlecht/index/spielbericht/3413844,4-3-3 Attacking,4-3-3 Attacking,Yellow-Red Koninklijke Voetbalclub Mechelen,Royal Sporting Club Anderlecht,2:2,domestic_league
81,3415245,BE1,2020,2. Matchday,2020-08-14,29228.0,354.0,0.0,1.0,14.0,6.0,Fernando Da Cruz,Wouter Vrancken,Le Canonnier,,Christof Dierick,https://www.transfermarkt.co.uk/royal-excel-mouscron-2022-_kv-mechelen/index/spielbericht/3415245,5-3-2,4-3-3 Attacking,Royal Excel Mouscron (-2022),Yellow-Red Koninklijke Voetbalclub Mechelen,0:1,domestic_league
